"prompt_id","function_id","priority","model","language_code","content","chat","author","prompt_semantic_id"
"581","教师教学_none_个性化教学","0","chatGPT","chn"," 有些学生在数学方面表现较弱，如何为他们提供个性化的辅导方案？",,"whm","20230321_izsofxmmzw"
"582","教师教学_none_个性化教学","0","chatGPT","chn"," 我的一个学生在英语写作方面有困难，如何帮助他提高写作技巧？",,"whm","20230321_irxbrjjoch"
"583","教师教学_none_个性化教学","0","chatGPT","chn"," 针对具有不同学习风格的学生，我应该如何调整我的教学方法？",,"whm","20230321_iaeclmahmy"
"584","教师教学_none_个性化教学","0","chatGPT","chn"," 我的一个学生对历史课程不感兴趣，如何激发他的学习热情？",,"whm","20230321_ipasnhxbnn"
"585","教师教学_none_个性化教学","0","chatGPT","chn"," 如果一个学生在阅读理解方面遇到困难，我应该如何帮助他提高？",,"whm","20230321_aywqcdyhqa"
"586","教师教学_none_教学方法更新","0","chatGPT","chn"," 我想要了解一些最新的教育技术，可以向我介绍一些吗？",,"whm","20230321_tqrztkuceb"
"587","教师教学_none_教学方法更新","0","chatGPT","chn"," 为了提高学生的参与度，我应该如何运用游戏化教学方法？",,"whm","20230321_zmtiknkhug"
"588","教师教学_none_教学方法更新","0","chatGPT","chn"," 我想要尝试在线教学，你能提供一些有效的在线教学策略吗？",,"whm","20230321_eswolqzmdq"
"589","教师教学_none_教学方法更新","0","chatGPT","chn"," 为了增加课堂互动，我应该如何运用协作式学习方法？",,"whm","20230321_bjwbgxytiq"
"590","教师教学_none_教学方法更新","0","chatGPT","chn"," 我想要引入项目制学习（PBL）方法到我的课堂，请给我一些建议。",,"whm","20230321_ptmpxnbakf"
"591","学业辅导_none_作业辅导","0","chatGPT","chn"," ""我不明白如何解这道数学题，请帮我解释一下：已知直角三角形ABC，其中∠C = 90°，AB = 10，BC = 6，请求AC的长度。""",,"whm","20230321_iaumabzghn"
"592","学业辅导_none_作业辅导","0","chatGPT","chn"," ""我在学习化学方程式平衡，但我有点困惑，能帮我平衡这个方程式吗？C2H6 + O2 → CO2 + H2O""",,"whm","20230321_sdxskicjme"
"593","学业辅导_none_作业辅导","0","chatGPT","chn"," ""我不理解这个历史问题：请解释一下拿破仑在欧洲历史中的影响。""",,"whm","20230321_xdysoxpbro"
"594","学业辅导_none_作业辅导","0","chatGPT","chn"," ""关于地球的地壳、地幔和地核，能简要介绍一下它们的主要特征吗？""",,"whm","20230321_wocbjbsorq"
"595","学业辅导_none_作业辅导","0","chatGPT","chn"," ""请解释一下诗歌《静夜思》的主题和作者在诗中传达的情感。""",,"whm","20230321_xqyyojuszi"
"596","学业辅导_none_作文辅导","0","chatGPT","chn"," ""我需要为学校写一篇关于环保的议论文，能帮我列举一些论据和论点吗？""",,"whm","20230321_ncuxjhalbx"
"597","学业辅导_none_作文辅导","0","chatGPT","chn"," ""我正在写一篇关于我最喜欢的假期旅行的叙事文，能给我一些建议如何让故事更有趣吗？""",,"whm","20230321_hnoslyixni"
"598","学业辅导_none_作文辅导","0","chatGPT","chn"," ""我在写一篇关于人工智能的影响的文章，你能帮我检查一下我的论文提纲吗？""",,"whm","20230321_lrcygkgscj"
"599","学业辅导_none_作文辅导","0","chatGPT","chn"," ""我想写一篇描述我最喜欢的老师的文章，能给我一些建议如何开始吗？""",,"whm","20230321_xsevzwiuka"
"600","学业辅导_none_作文辅导","0","chatGPT","chn"," ""我在修改一篇关于青少年压力的文章，能帮我检查一下语法和提供改进建议吗？""",,"whm","20230321_fhnpoarbzf"
"601","学业辅导_none_语言学习","0","chatGPT","chn"," ""我在学习英语，能告诉我什么是现在完成时态，并给我一些例子吗？""",,"whm","20230321_avhsrqirgp"
"602","学业辅导_none_语言学习","0","chatGPT","chn"," ""我在学习法语，能教我如何用法语说'我喜欢吃披萨'吗？""",,"whm","20230321_pdrjqbwgti"
"603","学业辅导_none_语言学习","0","chatGPT","chn"," ""我想提高我的英语口语，能给我提供一些日常对话练习吗？""",,"whm","20230321_nhmuofyven"
"604","学业辅导_none_语言学习","0","chatGPT","chn"," ""我在学习西班牙语，能告诉我一些常见的动词不规则变化规则吗？""",,"whm","20230321_wsmuyqjazu"
"605","学业辅导_none_语言学习","0","chatGPT","chn"," ""我在准备英语四级考试，能帮我解释一下词汇“sustain”的意思以及如何使用吗？""",,"whm","20230321_fupnsdmbrj"
"606","学业辅导_none_演讲和口头报告","0","chatGPT","chn"," ""我需要为学校演讲比赛准备一个关于网络安全的演讲稿，能帮我组织一下演讲结构吗？""",,"whm","20230321_jkfqopsuqu"
"607","学业辅导_none_演讲和口头报告","0","chatGPT","chn"," ""我要在班级汇报关于环保的课题，能给我一些有趣的开场白和引入话题的建议吗？""",,"whm","20230321_spqcdybbaz"
"608","学业辅导_none_演讲和口头报告","0","chatGPT","chn"," ""我需要为一个关于心理健康的演讲做准备，能提供一些建议如何让演讲更有说服力吗？""",,"whm","20230321_dfynuubbja"
"609","学业辅导_none_演讲和口头报告","0","chatGPT","chn"," ""我正在准备一个关于科技发展的口头报告，能帮助我列举一些关键点和论据吗？""",,"whm","20230321_kcgufbgbpv"
"610","学业辅导_none_演讲和口头报告","0","chatGPT","chn"," ""我要在学校演讲比赛中发表关于勇敢追求梦想的演讲，能给我一些建议如何让结尾更感人吗？""",,"whm","20230321_oaxzsjfxmf"
"611","学业辅导_none_实验报告和科学研究","0","chatGPT","chn"," ""我在写一个关于光合作用的实验报告，能帮助我整理一下实验步骤和主要发现吗？""",,"whm","20230321_easghluuoy"
"612","学业辅导_none_实验报告和科学研究","0","chatGPT","chn"," ""我在做一个关于化学反应速率的研究，能给我一些建议如何设计实验方案吗？""",,"whm","20230321_myuuaoncaj"
"613","学业辅导_none_实验报告和科学研究","0","chatGPT","chn"," ""我正在分析一个关于地震波的数据集，能帮助我解释一下怎么用震级计算地震能量吗？""",,"whm","20230321_gnqvmwszig"
"614","学业辅导_none_实验报告和科学研究","0","chatGPT","chn"," ""我在写一篇关于气候变化的科学论文，能给我一些建议如何组织背景介绍和文献综述部分吗？""",,"whm","20230321_pewzukynis"
"615","学业辅导_none_实验报告和科学研究","0","chatGPT","chn"," ""我在进行一个关于遗传学的研究，能告诉我如何计算遗传连锁和杂交实验中的比率吗？""",,"whm","20230321_vxzesopbyx"
"616","学业辅导_none_职业探索","0","chatGPT","chn"," ""我想了解一下计算机科学领域的职业发展路径，能告诉我一些常见的职位和所需技能吗？""",,"whm","20230321_vkafjeysmg"
"617","学业辅导_none_职业探索","0","chatGPT","chn"," ""我高中毕业后想学习生物医学工程，能告诉我一下这个专业的前景和可能的职业选择吗？""",,"whm","20230321_uxqfghyxog"
"618","学业辅导_none_职业探索","0","chatGPT","chn"," ""我对心理学感兴趣，能介绍一下在这个领域的不同工作岗位以及相关学位要求吗？""",,"whm","20230321_xbbfglbwso"
"619","学业辅导_none_职业探索","0","chatGPT","chn"," ""我想了解一下建筑设计行业，能告诉我如何成为一名建筑师以及这个职业的优缺点吗？""",,"whm","20230321_ubnvozhvzf"
"620","学业辅导_none_职业探索","0","chatGPT","chn"," ""我对广告和市场营销感兴趣，能给我一些建议如何选择专业么?""",,"whm","20230321_rcrgvuqfww"
